genome1,genome2,pair_id,S16_Vsearch_status,FastANI_status,Mash_status,FastAAI_Jaccard_status
GCA_000788075.2,GCA_002218265.1,GCA_000788075.2__GCA_002218265.1,PASS,PASS,PASS,PASS
GCA_000788075.2,GCA_002688625.1,GCA_000788075.2__GCA_002688625.1,PASS,PASS,PASS,PASS
GCA_000788075.2,GCA_003064125.1,GCA_000788075.2__GCA_003064125.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000788075.2,GCA_003957475.1,GCA_000788075.2__GCA_003957475.1,PASS,PASS,PASS,PASS
GCA_000788075.2,GCA_020011215.1,GCA_000788075.2__GCA_020011215.1,PASS,PASS,PASS,PASS
GCA_000788075.2,GCA_020011255.1,GCA_000788075.2__GCA_020011255.1,PASS,PASS,PASS,PASS
GCA_000788075.2,GCA_021474205.1,GCA_000788075.2__GCA_021474205.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000788075.2,GCA_040202075.1,GCA_000788075.2__GCA_040202075.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000788075.2,GCA_042431565.1,GCA_000788075.2__GCA_042431565.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000788075.2,GCA_042638415.1,GCA_000788075.2__GCA_042638415.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000788075.2,GCA_963669775.1,GCA_000788075.2__GCA_963669775.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000789275.1,GCA_001697265.1,GCA_000789275.1__GCA_001697265.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_002009095.1,GCA_000789275.1__GCA_002009095.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_002009135.1,GCA_000789275.1__GCA_002009135.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_002055965.1,GCA_000789275.1__GCA_002055965.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_006088795.1,GCA_000789275.1__GCA_006088795.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_006741845.1,GCA_000789275.1__GCA_006741845.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_012931705.2,GCA_000789275.1__GCA_012931705.2,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_013009385.1,GCA_000789275.1__GCA_013009385.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_014389245.2,GCA_000789275.1__GCA_014389245.2,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_024917115.1,GCA_000789275.1__GCA_024917115.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_029027845.1,GCA_000789275.1__GCA_029027845.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_029537415.2,GCA_000789275.1__GCA_029537415.2,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_031316525.1,GCA_000789275.1__GCA_031316525.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_032681245.1,GCA_000789275.1__GCA_032681245.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_037414465.1,GCA_000789275.1__GCA_037414465.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_037914925.1,GCA_000789275.1__GCA_037914925.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_900445475.1,GCA_000789275.1__GCA_900445475.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_964017255.1,GCA_000789275.1__GCA_964017255.1,PASS,PASS,PASS,PASS
GCA_000789275.1,GCA_965139425.1,GCA_000789275.1__GCA_965139425.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000800395.1,GCA_006335125.1,GCA_000800395.1__GCA_006335125.1,PASS,PASS,PASS,PASS
GCA_000800395.1,GCA_014201625.1,GCA_000800395.1__GCA_014201625.1,PASS,PASS,PASS,PASS
GCA_000800395.1,GCA_042661345.1,GCA_000800395.1__GCA_042661345.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_000802425.1,GCA_000806415.1,GCA_000802425.1__GCA_000806415.1,PASS,PASS,PASS,PASS
GCA_000802425.1,GCA_900101515.1,GCA_000802425.1__GCA_900101515.1,PASS,PASS,PASS,PASS
GCA_000802425.1,GCA_900155995.1,GCA_000802425.1__GCA_900155995.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000803025.1,GCA_900141865.1,GCA_000803025.1__GCA_900141865.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000803085.1,GCA_000814675.1,GCA_000803085.1__GCA_000814675.1,PASS,PASS,PASS,PASS
GCA_000803085.1,GCA_014918315.1,GCA_000803085.1__GCA_014918315.1,PASS,PASS,PASS,PASS
GCA_000803085.1,GCA_030710225.1,GCA_000803085.1__GCA_030710225.1,PASS,PASS,PASS,PASS
GCA_000803105.2,GCA_015097275.1,GCA_000803105.2__GCA_015097275.1,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS,PASS
GCA_000805385.1,GCA_025821545.1,GCA_000805385.1__GCA_025821545.1,PASS,PASS,PASS,PASS
GCA_000805675.1,GCA_001552395.1,GCA_000805675.1__GCA_001552395.1,PASS,PASS,PASS,PASS
GCA_000805675.1,GCA_016027615.1,GCA_000805675.1__GCA_016027615.1,PASS,PASS,PASS,PASS
GCA_000805675.1,GCA_900478045.1,GCA_000805675.1__GCA_900478045.1,PASS,PASS,PASS,PASS
GCA_000806415.1,GCA_900101515.1,GCA_000806415.1__GCA_900101515.1,PASS,PASS,PASS,PASS
GCA_000806415.1,GCA_900155995.1,GCA_000806415.1__GCA_900155995.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000807145.1,GCA_021903335.1,GCA_000807145.1__GCA_021903335.1,PASS,PASS,PASS,PASS
GCA_000807175.1,GCA_000807255.1,GCA_000807175.1__GCA_000807255.1,PASS,PASS,PASS,PASS
GCA_000807175.1,GCA_001856645.1,GCA_000807175.1__GCA_001856645.1,PASS,PASS,PASS,PASS
GCA_000807255.1,GCA_001856645.1,GCA_000807255.1__GCA_001856645.1,PASS,PASS,PASS,PASS
GCA_000807275.1,GCA_003182045.1,GCA_000807275.1__GCA_003182045.1,PASS,PASS,PASS,PASS
GCA_000807695.3,GCA_002900365.1,GCA_000807695.3__GCA_002900365.1,PASS,PASS,PASS,PASS
GCA_000807925.1,GCA_001598575.1,GCA_000807925.1__GCA_001598575.1,PASS,PASS,PASS,PASS
GCA_000811985.1,GCA_001613425.1,GCA_000811985.1__GCA_001613425.1,PASS,PASS,PASS,PASS
GCA_000812865.1,GCA_900112115.1,GCA_000812865.1__GCA_900112115.1,PASS,PASS,PASS,PASS
GCA_000812865.1,GCA_900638245.1,GCA_000812865.1__GCA_900638245.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_001269555.1,GCA_000813225.1__GCA_001269555.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_001269575.1,GCA_000813225.1__GCA_001269575.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_001269625.1,GCA_000813225.1__GCA_001269625.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_002091535.1,GCA_000813225.1__GCA_002091535.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_002095925.1,GCA_000813225.1__GCA_002095925.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_003850345.1,GCA_000813225.1__GCA_003850345.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_003851835.1,GCA_000813225.1__GCA_003851835.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_003851905.1,GCA_000813225.1__GCA_003851905.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_003945765.1,GCA_000813225.1__GCA_003945765.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_006322025.2,GCA_000813225.1__GCA_006322025.2,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_007858335.1,GCA_000813225.1__GCA_007858335.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_008801625.1,GCA_000813225.1__GCA_008801625.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_016803445.1,GCA_000813225.1__GCA_016803445.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_028747405.1,GCA_000813225.1__GCA_028747405.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_034044175.1,GCA_000813225.1__GCA_034044175.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_036689615.1,GCA_000813225.1__GCA_036689615.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_056591435.1,GCA_000813225.1__GCA_056591435.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_056591455.1,GCA_000813225.1__GCA_056591455.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_056591485.1,GCA_000813225.1__GCA_056591485.1,PASS,PASS,PASS,PASS
GCA_000813225.1,GCA_900183055.1,GCA_000813225.1__GCA_900183055.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813225.1,GCA_900625015.1,GCA_000813225.1__GCA_900625015.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_000813265.1,GCA_900636545.1,GCA_000813265.1__GCA_900636545.1,PASS,PASS,PASS,PASS
GCA_000813305.1,GCA_001011015.1,GCA_000813305.1__GCA_001011015.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000813305.1,GCA_001558495.2,GCA_000813305.1__GCA_001558495.2,PASS,PASS,PASS,PASS
GCA_000813305.1,GCA_001998785.1,GCA_000813305.1__GCA_001998785.1,PASS,PASS,PASS,PASS
GCA_000813305.1,GCA_004137845.1,GCA_000813305.1__GCA_004137845.1,PASS,PASS,PASS,PASS
GCA_000813305.1,GCA_030398735.1,GCA_000813305.1__GCA_030398735.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000813305.1,GCA_900460535.1,GCA_000813305.1__GCA_900460535.1,PASS,PASS,PASS,PASS
GCA_000813305.1,GCA_965139125.1,GCA_000813305.1__GCA_965139125.1,PASS,PASS,PASS,PASS
GCA_000813365.1,GCA_001418125.1,GCA_000813365.1__GCA_001418125.1,PASS,PASS,PASS,PASS
GCA_000813365.1,GCA_001418505.1,GCA_000813365.1__GCA_001418505.1,PASS,PASS,PASS,PASS
GCA_000813365.1,GCA_001418545.1,GCA_000813365.1__GCA_001418545.1,PASS,PASS,PASS,PASS
GCA_000813365.1,GCA_001661615.1,GCA_000813365.1__GCA_001661615.1,PASS,PASS,PASS,PASS
GCA_000813365.1,GCA_965135765.1,GCA_000813365.1__GCA_965135765.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000813705.1,GCA_022749515.1,GCA_000813705.1__GCA_022749515.1,PASS,PASS,PASS,PASS
GCA_000814665.1,GCA_012641725.1,GCA_000814665.1__GCA_012641725.1,PASS,PASS,PASS,PASS
GCA_000814665.1,GCA_014596995.1,GCA_000814665.1__GCA_014596995.1,PASS,PASS,PASS,PASS
GCA_000814665.1,GCA_014858715.1,GCA_000814665.1__GCA_014858715.1,PASS,PASS,PASS,PASS
GCA_000814665.1,GCA_965138235.1,GCA_000814665.1__GCA_965138235.1,PASS,PASS,PASS,PASS
GCA_000814675.1,GCA_014918315.1,GCA_000814675.1__GCA_014918315.1,PASS,PASS,PASS,PASS
GCA_000814675.1,GCA_030710225.1,GCA_000814675.1__GCA_030710225.1,PASS,PASS,PASS,PASS
GCA_000814845.2,GCA_900187205.1,GCA_000814845.2__GCA_900187205.1,PASS,PASS,PASS,PASS
GCA_000815105.2,GCA_900454575.1,GCA_000815105.2__GCA_900454575.1,PASS,PASS,PASS,PASS
GCA_000816085.1,GCA_003970475.1,GCA_000816085.1__GCA_003970475.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000816085.1,GCA_900474585.1,GCA_000816085.1__GCA_900474585.1,PASS,PASS,PASS,PASS
GCA_000816185.1,GCA_900637885.1,GCA_000816185.1__GCA_900637885.1,PASS,PASS,PASS,PASS
GCA_000816575.1,GCA_001628815.1,GCA_000816575.1__GCA_001628815.1,PASS,PASS,PASS,PASS
GCA_000817245.1,GCA_007475525.1,GCA_000817245.1__GCA_007475525.1,PASS,PASS,PASS,PASS
GCA_000818015.1,GCA_900103375.1,GCA_000818015.1__GCA_900103375.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000818035.1,GCA_900113545.1,GCA_000818035.1__GCA_900113545.1,PASS,FAIL_THRESHOLD,PASS,FAIL_THRESHOLD
GCA_000818035.1,GCA_900453895.1,GCA_000818035.1__GCA_900453895.1,PASS,FAIL_THRESHOLD,PASS,FAIL_THRESHOLD
GCA_000818035.1,GCA_900475815.1,GCA_000818035.1__GCA_900475815.1,PASS,PASS,PASS,PASS
GCA_000818435.1,GCA_002906655.1,GCA_000818435.1__GCA_002906655.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000818435.1,GCA_030160355.1,GCA_000818435.1__GCA_030160355.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000818595.1,GCA_001750725.1,GCA_000818595.1__GCA_001750725.1,PASS,PASS,PASS,PASS
GCA_000818595.1,GCA_019047005.1,GCA_000818595.1__GCA_019047005.1,PASS,PASS,PASS,PASS
GCA_000819445.1,GCA_001571025.1,GCA_000819445.1__GCA_001571025.1,PASS,PASS,PASS,PASS
GCA_000819545.1,GCA_008704995.1,GCA_000819545.1__GCA_008704995.1,PASS,PASS,PASS,PASS
GCA_000819545.1,GCA_014205035.1,GCA_000819545.1__GCA_014205035.1,PASS,PASS,PASS,PASS
GCA_000819565.1,GCA_900106965.1,GCA_000819565.1__GCA_900106965.1,PASS,PASS,PASS,PASS
GCA_000819705.1,GCA_000820305.1,GCA_000819705.1__GCA_000820305.1,PASS,PASS,PASS,PASS
GCA_000819745.1,GCA_042656725.1,GCA_000819745.1__GCA_042656725.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000819745.1,GCA_965138935.1,GCA_000819745.1__GCA_965138935.1,PASS,PASS,PASS,PASS
GCA_000819785.1,GCA_000820265.2,GCA_000819785.1__GCA_000820265.2,PASS,PASS,PASS,PASS
GCA_000819785.1,GCA_018360005.1,GCA_000819785.1__GCA_018360005.1,PASS,PASS,PASS,PASS
GCA_000819785.1,GCA_025674505.1,GCA_000819785.1__GCA_025674505.1,PASS,PASS,PASS,PASS
GCA_000819785.1,GCA_900476005.1,GCA_000819785.1__GCA_900476005.1,PASS,PASS,PASS,PASS
GCA_000819825.1,GCA_900637545.1,GCA_000819825.1__GCA_900637545.1,PASS,PASS,PASS,PASS
GCA_000819845.1,GCA_000820205.1,GCA_000819845.1__GCA_000820205.1,PASS,PASS,PASS,PASS
GCA_000819845.1,GCA_020097295.1,GCA_000819845.1__GCA_020097295.1,PASS,PASS,PASS,PASS
GCA_000819845.1,GCA_020097315.1,GCA_000819845.1__GCA_020097315.1,PASS,PASS,PASS,PASS
GCA_000819865.1,GCA_042656765.1,GCA_000819865.1__GCA_042656765.1,PASS,PASS,PASS,PASS
GCA_000819955.1,GCA_016127195.1,GCA_000819955.1__GCA_016127195.1,PASS,PASS,PASS,PASS
GCA_000819955.1,GCA_020341535.1,GCA_000819955.1__GCA_020341535.1,PASS,PASS,PASS,PASS
GCA_000819955.1,GCA_037890695.1,GCA_000819955.1__GCA_037890695.1,PASS,PASS,PASS,PASS
GCA_000819985.1,GCA_018359985.1,GCA_000819985.1__GCA_018359985.1,PASS,PASS,PASS,PASS
GCA_000819985.1,GCA_042433585.1,GCA_000819985.1__GCA_042433585.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000819985.1,GCA_042647745.1,GCA_000819985.1__GCA_042647745.1,PASS,PASS,PASS,PASS
GCA_000819985.1,GCA_045014805.1,GCA_000819985.1__GCA_045014805.1,PASS,PASS,PASS,PASS
GCA_000820065.1,GCA_001643305.1,GCA_000820065.1__GCA_001643305.1,PASS,PASS,PASS,PASS
GCA_000820065.1,GCA_002735225.1,GCA_000820065.1__GCA_002735225.1,PASS,PASS,PASS,PASS
GCA_000820065.1,GCA_039523715.1,GCA_000820065.1__GCA_039523715.1,PASS,PASS,PASS,PASS
GCA_000820065.1,GCA_900445115.1,GCA_000820065.1__GCA_900445115.1,PASS,PASS,PASS,PASS
GCA_000820065.1,GCA_963425675.1,GCA_000820065.1__GCA_963425675.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000820105.2,GCA_001481395.1,GCA_000820105.2__GCA_001481395.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000820145.1,GCA_018359945.1,GCA_000820145.1__GCA_018359945.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000820205.1,GCA_020097295.1,GCA_000820205.1__GCA_020097295.1,PASS,PASS,PASS,PASS
GCA_000820205.1,GCA_020097315.1,GCA_000820205.1__GCA_020097315.1,PASS,PASS,PASS,PASS
GCA_000820225.1,GCA_000820285.1,GCA_000820225.1__GCA_000820285.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820225.1,GCA_000820365.1,GCA_000820225.1__GCA_000820365.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820225.1,GCA_001908535.1,GCA_000820225.1__GCA_001908535.1,PASS,PASS,PASS,PASS
GCA_000820225.1,GCA_018359905.1,GCA_000820225.1__GCA_018359905.1,PASS,PASS,PASS,PASS
GCA_000820265.2,GCA_018360005.1,GCA_000820265.2__GCA_018360005.1,PASS,PASS,PASS,PASS
GCA_000820265.2,GCA_025674505.1,GCA_000820265.2__GCA_025674505.1,PASS,PASS,PASS,PASS
GCA_000820265.2,GCA_900476005.1,GCA_000820265.2__GCA_900476005.1,PASS,PASS,PASS,PASS
GCA_000820285.1,GCA_000820365.1,GCA_000820285.1__GCA_000820365.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820285.1,GCA_001908535.1,GCA_000820285.1__GCA_001908535.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820285.1,GCA_018359905.1,GCA_000820285.1__GCA_018359905.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820325.1,GCA_001999685.1,GCA_000820325.1__GCA_001999685.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820325.1,GCA_018360025.1,GCA_000820325.1__GCA_018360025.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820325.1,GCA_030286065.1,GCA_000820325.1__GCA_030286065.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820325.1,GCA_900445175.1,GCA_000820325.1__GCA_900445175.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820365.1,GCA_001908535.1,GCA_000820365.1__GCA_001908535.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820365.1,GCA_018359905.1,GCA_000820365.1__GCA_018359905.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_000820505.1,GCA_900103065.1,GCA_000820505.1__GCA_900103065.1,PASS,PASS,PASS,PASS
GCA_000826205.1,GCA_019047765.1,GCA_000826205.1__GCA_019047765.1,PASS,PASS,PASS,PASS
GCA_000826585.2,GCA_001590945.1,GCA_000826585.2__GCA_001590945.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_001598715.1,GCA_000826585.2__GCA_001598715.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_006364295.1,GCA_000826585.2__GCA_006364295.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_020115495.1,GCA_000826585.2__GCA_020115495.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_022869665.1,GCA_000826585.2__GCA_022869665.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_900452045.1,GCA_000826585.2__GCA_900452045.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_900452125.1,GCA_000826585.2__GCA_900452125.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000826585.2,GCA_900461485.1,GCA_000826585.2__GCA_900461485.1,FAIL_INITIAL,PASS,PASS,FAIL_THRESHOLD
GCA_000828055.2,GCA_017638945.1,GCA_000828055.2__GCA_017638945.1,PASS,PASS,PASS,PASS
GCA_000828055.2,GCA_018324045.1,GCA_000828055.2__GCA_018324045.1,PASS,PASS,PASS,PASS
GCA_000828055.2,GCA_020115545.1,GCA_000828055.2__GCA_020115545.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000828055.2,GCA_020525545.1,GCA_000828055.2__GCA_020525545.1,PASS,PASS,PASS,PASS
GCA_000828055.2,GCA_900978195.1,GCA_000828055.2__GCA_900978195.1,PASS,PASS,PASS,PASS
GCA_000829035.1,GCA_001436385.1,GCA_000829035.1__GCA_001436385.1,PASS,PASS,PASS,PASS
GCA_000829035.1,GCA_004354655.1,GCA_000829035.1__GCA_004354655.1,PASS,PASS,PASS,PASS
GCA_000829035.1,GCA_007989125.1,GCA_000829035.1__GCA_007989125.1,PASS,PASS,PASS,PASS
GCA_000829395.1,GCA_001311505.1,GCA_000829395.1__GCA_001311505.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_000829395.1,GCA_001437505.1,GCA_000829395.1__GCA_001437505.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000829535.1,GCA_001591605.1,GCA_000829535.1__GCA_001591605.1,PASS,PASS,PASS,PASS
GCA_000829535.1,GCA_001630115.1,GCA_000829535.1__GCA_001630115.1,PASS,PASS,PASS,PASS
GCA_000829535.1,GCA_001700275.1,GCA_000829535.1__GCA_001700275.1,PASS,PASS,PASS,PASS
GCA_000829535.1,GCA_002189605.1,GCA_000829535.1__GCA_002189605.1,PASS,PASS,PASS,PASS
GCA_000830155.1,GCA_002174105.1,GCA_000830155.1__GCA_002174105.1,FAIL_INITIAL,FAIL_THRESHOLD,PASS,PASS
GCA_000830415.1,GCA_024347675.1,GCA_000830415.1__GCA_024347675.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_000830505.1,GCA_965136275.1,GCA_000830505.1__GCA_965136275.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000831645.3,GCA_005405325.1,GCA_000831645.3__GCA_005405325.1,PASS,PASS,PASS,PASS
GCA_000832125.1,GCA_002217315.1,GCA_000832125.1__GCA_002217315.1,PASS,PASS,PASS,PASS
GCA_000832125.1,GCA_900450525.1,GCA_000832125.1__GCA_900450525.1,PASS,PASS,PASS,PASS
GCA_000832545.1,GCA_040026395.1,GCA_000832545.1__GCA_040026395.1,PASS,PASS,PASS,PASS
GCA_000832605.1,GCA_022630575.1,GCA_000832605.1__GCA_022630575.1,PASS,PASS,PASS,PASS
GCA_000832605.1,GCA_029024805.1,GCA_000832605.1__GCA_029024805.1,PASS,PASS,PASS,PASS
GCA_000832605.1,GCA_031316615.1,GCA_000832605.1__GCA_031316615.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000832605.1,GCA_044949865.1,GCA_000832605.1__GCA_044949865.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000832605.1,GCA_918180265.1,GCA_000832605.1__GCA_918180265.1,PASS,PASS,PASS,PASS
GCA_000832905.1,GCA_031316715.1,GCA_000832905.1__GCA_031316715.1,PASS,PASS,PASS,PASS
GCA_000832905.1,GCA_900128875.1,GCA_000832905.1__GCA_900128875.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000832985.1,GCA_001591525.1,GCA_000832985.1__GCA_001591525.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000832985.1,GCA_006094495.1,GCA_000832985.1__GCA_006094495.1,PASS,PASS,PASS,PASS
GCA_000832985.1,GCA_017086525.1,GCA_000832985.1__GCA_017086525.1,PASS,PASS,PASS,PASS
GCA_000832985.1,GCA_029536995.2,GCA_000832985.1__GCA_029536995.2,PASS,PASS,PASS,PASS
GCA_000832985.1,GCA_031316695.1,GCA_000832985.1__GCA_031316695.1,PASS,PASS,PASS,PASS
GCA_000832985.1,GCA_900445485.1,GCA_000832985.1__GCA_900445485.1,PASS,PASS,PASS,PASS
GCA_000833025.1,GCA_900111065.1,GCA_000833025.1__GCA_900111065.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000833375.1,GCA_000833475.1,GCA_000833375.1__GCA_000833475.1,PASS,PASS,PASS,PASS
GCA_000833605.1,GCA_013761015.1,GCA_000833605.1__GCA_013761015.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000835165.1,GCA_014645275.1,GCA_000835165.1__GCA_014645275.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_001437565.1,GCA_000835975.1__GCA_001437565.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_001456385.1,GCA_000835975.1__GCA_001456385.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_001514475.1,GCA_000835975.1__GCA_001514475.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_001591725.1,GCA_000835975.1__GCA_001591725.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_002441785.1,GCA_000835975.1__GCA_002441785.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_002441815.1,GCA_000835975.1__GCA_002441815.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_004354485.1,GCA_000835975.1__GCA_004354485.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_008692945.1,GCA_000835975.1__GCA_008692945.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_016028835.1,GCA_000835975.1__GCA_016028835.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_029023865.1,GCA_000835975.1__GCA_029023865.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_033842965.1,GCA_000835975.1__GCA_033842965.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_039544895.1,GCA_000835975.1__GCA_039544895.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_042650765.1,GCA_000835975.1__GCA_042650765.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_042662085.1,GCA_000835975.1__GCA_042662085.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_054054125.1,GCA_000835975.1__GCA_054054125.1,PASS,PASS,PASS,PASS
GCA_000835975.1,GCA_900099625.1,GCA_000835975.1__GCA_900099625.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000836015.1,GCA_019047205.1,GCA_000836015.1__GCA_019047205.1,PASS,PASS,PASS,PASS
GCA_000836015.1,GCA_024390955.1,GCA_000836015.1__GCA_024390955.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000836095.1,GCA_011058205.1,GCA_000836095.1__GCA_011058205.1,FAIL_INITIAL,FAIL_THRESHOLD,PASS,PASS
GCA_000836095.1,GCA_019048305.1,GCA_000836095.1__GCA_019048305.1,PASS,PASS,PASS,PASS
GCA_000836095.1,GCA_029024105.1,GCA_000836095.1__GCA_029024105.1,PASS,PASS,PASS,PASS
GCA_000836095.1,GCA_900699155.1,GCA_000836095.1__GCA_900699155.1,PASS,PASS,PASS,PASS
GCA_000836695.1,GCA_014645075.1,GCA_000836695.1__GCA_014645075.1,PASS,PASS,PASS,PASS
GCA_000875895.1,GCA_003968815.1,GCA_000875895.1__GCA_003968815.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_000875895.1,GCA_900458615.1,GCA_000875895.1__GCA_900458615.1,FAIL_INITIAL,PASS,PASS,FAIL_THRESHOLD
GCA_000877395.1,GCA_900188045.1,GCA_000877395.1__GCA_900188045.1,PASS,PASS,PASS,PASS
